season,round,race_name,event_date,country,location,circuit,driver_id,driver_code,driver_number,driver,constructor,grid,finish_position,classified_position,status,points,podium,points_finish
2020,16,Sakhir Grand Prix,2020-12-06,Bahrain,Sakhir,Bahrain International Circuit,russell,RUS,63,George Russell,Mercedes,2,9,9,Finished,3.0,0,1
2020,16,Sakhir Grand Prix,2020-12-06,Bahrain,Sakhir,Bahrain International Circuit,norris,NOR,4,Lando Norris,McLaren,19,10,10,Finished,1.0,0,1
2020,16,Sakhir Grand Prix,2020-12-06,Bahrain,Sakhir,Bahrain International Circuit,gasly,GAS,10,Pierre Gasly,AlphaTauri,9,11,11,Finished,0.0,0,0
2020,16,Sakhir Grand Prix,2020-12-06,Bahrain,Sakhir,Bahrain International Circuit,vettel,VET,5,Sebastian Vettel,Ferrari,13,12,12,Finished,0.0,0,0
2020,16,Sakhir Grand Prix,2020-12-06,Bahrain,Sakhir,Bahrain International Circuit,giovinazzi,GIO,99,Antonio Giovinazzi,Alfa Romeo,14,13,13,Finished,0.0,0,0
2020,16,Sakhir Grand Prix,2020-12-06,Bahrain,Sakhir,Bahrain International Circuit,raikkonen,RAI,7,Kimi Räikkönen,Alfa Romeo,18,14,14,Finished,0.0,0,0
2020,16,Sakhir Grand Prix,2020-12-06,Bahrain,Sakhir,Bahrain International Circuit,kevin_magnussen,MAG,20,Kevin Magnussen,Haas F1 Team,15,15,15,Finished,0.0,0,0
2020,16,Sakhir Grand Prix,2020-12-06,Bahrain,Sakhir,Bahrain International Circuit,aitken,AIT,89,Jack Aitken,Williams,17,16,16,Finished,0.0,0,0
2020,16,Sakhir Grand Prix,2020-12-06,Bahrain,Sakhir,Bahrain International Circuit,pietro_fittipaldi,FIT,51,Pietro Fittipaldi,Haas F1 Team,20,17,17,Finished,0.0,0,0
2020,16,Sakhir Grand Prix,2020-12-06,Bahrain,Sakhir,Bahrain International Circuit,latifi,LAT,6,Nicholas Latifi,Williams,16,18,R,Engine,0.0,0,0
2020,16,Sakhir Grand Prix,2020-12-06,Bahrain,Sakhir,Bahrain International Circuit,max_verstappen,VER,33,Max Verstappen,Red Bull,3,19,R,Accident,0.0,0,0
2020,16,Sakhir Grand Prix,2020-12-06,Bahrain,Sakhir,Bahrain International Circuit,leclerc,LEC,16,Charles Leclerc,Ferrari,4,20,R,Collision,0.0,0,0
2020,17,Abu Dhabi Grand Prix,2020-12-13,UAE,Abu Dhabi,Yas Marina Circuit,max_verstappen,VER,33,Max Verstappen,Red Bull,1,1,1,Finished,25.0,1,1
2020,17,Abu Dhabi Grand Prix,2020-12-13,UAE,Abu Dhabi,Yas Marina Circuit,bottas,BOT,77,Valtteri Bottas,Mercedes,2,2,2,Finished,18.0,1,1
2020,17,Abu Dhabi Grand Prix,2020-12-13,UAE,Abu Dhabi,Yas Marina Circuit,hamilton,HAM,44,Lewis Hamilton,Mercedes,3,3,3,Finished,15.0,1,1
2020,17,Abu Dhabi Grand Prix,2020-12-13,UAE,Abu Dhabi,Yas Marina Circuit,albon,ALB,23,Alexander Albon,Red Bull,5,4,4,Finished,12.0,0,1
2020,17,Abu Dhabi Grand Prix,2020-12-13,UAE,Abu Dhabi,Yas Marina Circuit,norris,NOR,4,Lando Norris,McLaren,4,5,5,Finished,10.0,0,1
2020,17,Abu Dhabi Grand Prix,2020-12-13,UAE,Abu Dhabi,Yas Marina Circuit,sainz,SAI,55,Carlos Sainz,McLaren,6,6,6,Finished,8.0,0,1
2020,17,Abu Dhabi Grand Prix,2020-12-13,UAE,Abu Dhabi,Yas Marina Circuit,ricciardo,RIC,3,Daniel Ricciardo,Renault,11,7,7,Finished,7.0,0,1
2020,17,Abu Dhabi Grand Prix,2020-12-13,UAE,Abu Dhabi,Yas Marina Circuit,gasly,GAS,10,Pierre Gasly,AlphaTauri,9,8,8,Finished,4.0,0,1
2020,17,Abu Dhabi Grand Prix,2020-12-13,UAE,Abu Dhabi,Yas Marina Circuit,ocon,OCO,31,Esteban Ocon,Renault,10,9,9,Finished,2.0,0,1
2020,17,Abu Dhabi Grand Prix,2020-12-13,UAE,Abu Dhabi,Yas Marina Circuit,stroll,STR,18,Lance Stroll,Racing Point,8,10,10,Finished,1.0,0,1
2020,17,Abu Dhabi Grand Prix,2020-12-13,UAE,Abu Dhabi,Yas Marina Circuit,kvyat,KVY,26,Daniil Kvyat,AlphaTauri,7,11,11,+1 Lap,0.0,0,0
2020,17,Abu Dhabi Grand Prix,2020-12-13,UAE,Abu Dhabi,Yas Marina Circuit,raikkonen,RAI,7,Kimi Räikkönen,Alfa Romeo,15,12,12,+1 Lap,0.0,0,0
2020,17,Abu Dhabi Grand Prix,2020-12-13,UAE,Abu Dhabi,Yas Marina Circuit,leclerc,LEC,16,Charles Leclerc,Ferrari,12,13,13,+1 Lap,0.0,0,0
2020,17,Abu Dhabi Grand Prix,2020-12-13,UAE,Abu Dhabi,Yas Marina Circuit,vettel,VET,5,Sebastian Vettel,Ferrari,13,14,14,+1 Lap,0.0,0,0
2020,17,Abu Dhabi Grand Prix,2020-12-13,UAE,Abu Dhabi,Yas Marina Circuit,russell,RUS,63,George Russell,Williams,16,15,15,+1 Lap,0.0,0,0
2020,17,Abu Dhabi Grand Prix,2020-12-13,UAE,Abu Dhabi,Yas Marina Circuit,giovinazzi,GIO,99,Antonio Giovinazzi,Alfa Romeo,14,16,16,+1 Lap,0.0,0,0
2020,17,Abu Dhabi Grand Prix,2020-12-13,UAE,Abu Dhabi,Yas Marina Circuit,latifi,LAT,6,Nicholas Latifi,Williams,18,17,17,+1 Lap,0.0,0,0
2020,17,Abu Dhabi Grand Prix,2020-12-13,UAE,Abu Dhabi,Yas Marina Circuit,kevin_magnussen,MAG,20,Kevin Magnussen,Haas F1 Team,20,18,18,+1 Lap,0.0,0,0
2020,17,Abu Dhabi Grand Prix,2020-12-13,UAE,Abu Dhabi,Yas Marina Circuit,pietro_fittipaldi,FIT,51,Pietro Fittipaldi,Haas F1 Team,17,19,19,+2 Laps,0.0,0,0
2020,17,Abu Dhabi Grand Prix,2020-12-13,UAE,Abu Dhabi,Yas Marina Circuit,perez,PER,11,Sergio Pérez,Racing Point,19,20,R,Transmission,0.0,0,0
