season,round,race_name,event_date,country,location,circuit,driver_id,driver_code,driver_number,driver,constructor,grid,finish_position,classified_position,status,points,podium,points_finish
2019,16,Russian Grand Prix,2019-09-29,Russia,Sochi,Sochi Autodrom,kevin_magnussen,MAG,20,Kevin Magnussen,Haas F1 Team,13,9,9,Finished,2.0,0,1
2019,16,Russian Grand Prix,2019-09-29,Russia,Sochi,Sochi Autodrom,hulkenberg,HUL,27,Nico Hülkenberg,Renault,6,10,10,Finished,1.0,0,1
2019,16,Russian Grand Prix,2019-09-29,Russia,Sochi,Sochi Autodrom,stroll,STR,18,Lance Stroll,Racing Point,14,11,11,Finished,0.0,0,0
2019,16,Russian Grand Prix,2019-09-29,Russia,Sochi,Sochi Autodrom,kvyat,KVY,26,Daniil Kvyat,Toro Rosso,19,12,12,Finished,0.0,0,0
2019,16,Russian Grand Prix,2019-09-29,Russia,Sochi,Sochi Autodrom,raikkonen,RAI,7,Kimi Räikkönen,Alfa Romeo,15,13,13,Finished,0.0,0,0
2019,16,Russian Grand Prix,2019-09-29,Russia,Sochi,Sochi Autodrom,gasly,GAS,10,Pierre Gasly,Toro Rosso,16,14,14,Finished,0.0,0,0
2019,16,Russian Grand Prix,2019-09-29,Russia,Sochi,Sochi Autodrom,giovinazzi,GIO,99,Antonio Giovinazzi,Alfa Romeo,12,15,15,Finished,0.0,0,0
2019,16,Russian Grand Prix,2019-09-29,Russia,Sochi,Sochi Autodrom,kubica,KUB,88,Robert Kubica,Williams,18,16,R,Brakes,0.0,0,0
2019,16,Russian Grand Prix,2019-09-29,Russia,Sochi,Sochi Autodrom,russell,RUS,63,George Russell,Williams,17,17,R,Brakes,0.0,0,0
2019,16,Russian Grand Prix,2019-09-29,Russia,Sochi,Sochi Autodrom,vettel,VET,5,Sebastian Vettel,Ferrari,3,18,R,Power loss,0.0,0,0
2019,16,Russian Grand Prix,2019-09-29,Russia,Sochi,Sochi Autodrom,ricciardo,RIC,3,Daniel Ricciardo,Renault,10,19,R,Collision,0.0,0,0
2019,16,Russian Grand Prix,2019-09-29,Russia,Sochi,Sochi Autodrom,grosjean,GRO,8,Romain Grosjean,Haas F1 Team,8,20,R,Collision,0.0,0,0
2019,17,Japanese Grand Prix,2019-10-13,Japan,Suzuka,Suzuka Circuit,bottas,BOT,77,Valtteri Bottas,Mercedes,3,1,1,Finished,25.0,1,1
2019,17,Japanese Grand Prix,2019-10-13,Japan,Suzuka,Suzuka Circuit,vettel,VET,5,Sebastian Vettel,Ferrari,1,2,2,Finished,18.0,1,1
2019,17,Japanese Grand Prix,2019-10-13,Japan,Suzuka,Suzuka Circuit,hamilton,HAM,44,Lewis Hamilton,Mercedes,4,3,3,Finished,16.0,1,1
2019,17,Japanese Grand Prix,2019-10-13,Japan,Suzuka,Suzuka Circuit,albon,ALB,23,Alexander Albon,Red Bull,6,4,4,Finished,12.0,0,1
2019,17,Japanese Grand Prix,2019-10-13,Japan,Suzuka,Suzuka Circuit,sainz,SAI,55,Carlos Sainz,McLaren,7,5,5,Finished,10.0,0,1
2019,17,Japanese Grand Prix,2019-10-13,Japan,Suzuka,Suzuka Circuit,leclerc,LEC,16,Charles Leclerc,Ferrari,2,6,6,+1 Lap,8.0,0,1
2019,17,Japanese Grand Prix,2019-10-13,Japan,Suzuka,Suzuka Circuit,gasly,GAS,10,Pierre Gasly,Toro Rosso,9,7,7,+1 Lap,6.0,0,1
2019,17,Japanese Grand Prix,2019-10-13,Japan,Suzuka,Suzuka Circuit,perez,PER,11,Sergio Pérez,Racing Point,17,8,8,+1 Lap,4.0,0,1
2019,17,Japanese Grand Prix,2019-10-13,Japan,Suzuka,Suzuka Circuit,stroll,STR,18,Lance Stroll,Racing Point,12,9,9,+1 Lap,2.0,0,1
2019,17,Japanese Grand Prix,2019-10-13,Japan,Suzuka,Suzuka Circuit,kvyat,KVY,26,Daniil Kvyat,Toro Rosso,14,10,10,+1 Lap,1.0,0,1
2019,17,Japanese Grand Prix,2019-10-13,Japan,Suzuka,Suzuka Circuit,norris,NOR,4,Lando Norris,McLaren,8,11,11,+1 Lap,0.0,0,0
2019,17,Japanese Grand Prix,2019-10-13,Japan,Suzuka,Suzuka Circuit,raikkonen,RAI,7,Kimi Räikkönen,Alfa Romeo,13,12,12,+1 Lap,0.0,0,0
2019,17,Japanese Grand Prix,2019-10-13,Japan,Suzuka,Suzuka Circuit,grosjean,GRO,8,Romain Grosjean,Haas F1 Team,10,13,13,+1 Lap,0.0,0,0
2019,17,Japanese Grand Prix,2019-10-13,Japan,Suzuka,Suzuka Circuit,giovinazzi,GIO,99,Antonio Giovinazzi,Alfa Romeo,11,14,14,+1 Lap,0.0,0,0
2019,17,Japanese Grand Prix,2019-10-13,Japan,Suzuka,Suzuka Circuit,kevin_magnussen,MAG,20,Kevin Magnussen,Haas F1 Team,19,15,15,+1 Lap,0.0,0,0
2019,17,Japanese Grand Prix,2019-10-13,Japan,Suzuka,Suzuka Circuit,russell,RUS,63,George Russell,Williams,18,16,16,+2 Laps,0.0,0,0
2019,17,Japanese Grand Prix,2019-10-13,Japan,Suzuka,Suzuka Circuit,kubica,KUB,88,Robert Kubica,Williams,0,17,17,+2 Laps,0.0,0,0
2019,17,Japanese Grand Prix,2019-10-13,Japan,Suzuka,Suzuka Circuit,max_verstappen,VER,33,Max Verstappen,Red Bull,5,18,R,Brakes,0.0,0,0
2019,17,Japanese Grand Prix,2019-10-13,Japan,Suzuka,Suzuka Circuit,ricciardo,RIC,3,Daniel Ricciardo,Renault,16,19,D,Disqualified,0.0,0,0
2019,17,Japanese Grand Prix,2019-10-13,Japan,Suzuka,Suzuka Circuit,hulkenberg,HUL,27,Nico Hülkenberg,Renault,15,20,D,Disqualified,0.0,0,0
2019,18,Mexican Grand Prix,2019-10-27,Mexico,Mexico City,Autódromo Hermanos Rodríguez,hamilton,HAM,44,Lewis Hamilton,Mercedes,3,1,1,Finished,25.0,1,1
2019,18,Mexican Grand Prix,2019-10-27,Mexico,Mexico City,Autódromo Hermanos Rodríguez,vettel,VET,5,Sebastian Vettel,Ferrari,2,2,2,Finished,18.0,1,1
2019,18,Mexican Grand Prix,2019-10-27,Mexico,Mexico City,Autódromo Hermanos Rodríguez,bottas,BOT,77,Valtteri Bottas,Mercedes,6,3,3,Finished,15.0,1,1
2019,18,Mexican Grand Prix,2019-10-27,Mexico,Mexico City,Autódromo Hermanos Rodríguez,leclerc,LEC,16,Charles Leclerc,Ferrari,1,4,4,Finished,13.0,0,1
2019,18,Mexican Grand Prix,2019-10-27,Mexico,Mexico City,Autódromo Hermanos Rodríguez,albon,ALB,23,Alexander Albon,Red Bull,5,5,5,Finished,10.0,0,1
2019,18,Mexican Grand Prix,2019-10-27,Mexico,Mexico City,Autódromo Hermanos Rodríguez,max_verstappen,VER,33,Max Verstappen,Red Bull,4,6,6,Finished,8.0,0,1
2019,18,Mexican Grand Prix,2019-10-27,Mexico,Mexico City,Autódromo Hermanos Rodríguez,perez,PER,11,Sergio Pérez,Racing Point,11,7,7,Finished,6.0,0,1
2019,18,Mexican Grand Prix,2019-10-27,Mexico,Mexico City,Autódromo Hermanos Rodríguez,ricciardo,RIC,3,Daniel Ricciardo,Renault,13,8,8,Finished,4.0,0,1
2019,18,Mexican Grand Prix,2019-10-27,Mexico,Mexico City,Autódromo Hermanos Rodríguez,gasly,GAS,10,Pierre Gasly,Toro Rosso,10,9,9,+1 Lap,2.0,0,1
2019,18,Mexican Grand Prix,2019-10-27,Mexico,Mexico City,Autódromo Hermanos Rodríguez,hulkenberg,HUL,27,Nico Hülkenberg,Renault,12,10,10,+1 Lap,1.0,0,1
2019,18,Mexican Grand Prix,2019-10-27,Mexico,Mexico City,Autódromo Hermanos Rodríguez,kvyat,KVY,26,Daniil Kvyat,Toro Rosso,9,11,11,+1 Lap,0.0,0,0
2019,18,Mexican Grand Prix,2019-10-27,Mexico,Mexico City,Autódromo Hermanos Rodríguez,stroll,STR,18,Lance Stroll,Racing Point,16,12,12,+1 Lap,0.0,0,0
2019,18,Mexican Grand Prix,2019-10-27,Mexico,Mexico City,Autódromo Hermanos Rodríguez,sainz,SAI,55,Carlos Sainz,McLaren,7,13,13,+1 Lap,0.0,0,0
2019,18,Mexican Grand Prix,2019-10-27,Mexico,Mexico City,Autódromo Hermanos Rodríguez,giovinazzi,GIO,99,Antonio Giovinazzi,Alfa Romeo,15,14,14,+1 Lap,0.0,0,0
2019,18,Mexican Grand Prix,2019-10-27,Mexico,Mexico City,Autódromo Hermanos Rodríguez,kevin_magnussen,MAG,20,Kevin Magnussen,Haas F1 Team,17,15,15,+2 Laps,0.0,0,0
2019,18,Mexican Grand Prix,2019-10-27,Mexico,Mexico City,Autódromo Hermanos Rodríguez,russell,RUS,63,George Russell,Williams,19,16,16,+2 Laps,0.0,0,0
2019,18,Mexican Grand Prix,2019-10-27,Mexico,Mexico City,Autódromo Hermanos Rodríguez,grosjean,GRO,8,Romain Grosjean,Haas F1 Team,18,17,17,+2 Laps,0.0,0,0
2019,18,Mexican Grand Prix,2019-10-27,Mexico,Mexico City,Autódromo Hermanos Rodríguez,kubica,KUB,88,Robert Kubica,Williams,20,18,18,+2 Laps,0.0,0,0
2019,18,Mexican Grand Prix,2019-10-27,Mexico,Mexico City,Autódromo Hermanos Rodríguez,raikkonen,RAI,7,Kimi Räikkönen,Alfa Romeo,14,19,R,Overheating,0.0,0,0
2019,18,Mexican Grand Prix,2019-10-27,Mexico,Mexico City,Autódromo Hermanos Rodríguez,norris,NOR,4,Lando Norris,McLaren,8,20,W,Withdrew,0.0,0,0
2019,19,United States Grand Prix,2019-11-03,USA,Austin,Circuit of the Americas,bottas,BOT,77,Valtteri Bottas,Mercedes,1,1,1,Finished,25.0,1,1
2019,19,United States Grand Prix,2019-11-03,USA,Austin,Circuit of the Americas,hamilton,HAM,44,Lewis Hamilton,Mercedes,5,2,2,Finished,18.0,1,1
2019,19,United States Grand Prix,2019-11-03,USA,Austin,Circuit of the Americas,max_verstappen,VER,33,Max Verstappen,Red Bull,3,3,3,Finished,15.0,1,1
2019,19,United States Grand Prix,2019-11-03,USA,Austin,Circuit of the Americas,leclerc,LEC,16,Charles Leclerc,Ferrari,4,4,4,Finished,13.0,0,1
2019,19,United States Grand Prix,2019-11-03,USA,Austin,Circuit of the Americas,albon,ALB,23,Alexander Albon,Red Bull,6,5,5,Finished,10.0,0,1
2019,19,United States Grand Prix,2019-11-03,USA,Austin,Circuit of the Americas,ricciardo,RIC,3,Daniel Ricciardo,Renault,9,6,6,Finished,8.0,0,1
2019,19,United States Grand Prix,2019-11-03,USA,Austin,Circuit of the Americas,norris,NOR,4,Lando Norris,McLaren,8,7,7,Finished,6.0,0,1
2019,19,United States Grand Prix,2019-11-03,USA,Austin,Circuit of the Americas,sainz,SAI,55,Carlos Sainz,McLaren,7,8,8,+1 Lap,4.0,0,1
2019,19,United States Grand Prix,2019-11-03,USA,Austin,Circuit of the Americas,hulkenberg,HUL,27,Nico Hülkenberg,Renault,11,9,9,+1 Lap,2.0,0,1
2019,19,United States Grand Prix,2019-11-03,USA,Austin,Circuit of the Americas,perez,PER,11,Sergio Pérez,Racing Point,0,10,10,+1 Lap,1.0,0,1
2019,19,United States Grand Prix,2019-11-03,USA,Austin,Circuit of the Americas,raikkonen,RAI,7,Kimi Räikkönen,Alfa Romeo,17,11,11,+1 Lap,0.0,0,0
2019,19,United States Grand Prix,2019-11-03,USA,Austin,Circuit of the Americas,kvyat,KVY,26,Daniil Kvyat,Toro Rosso,13,12,12,+1 Lap,0.0,0,0
2019,19,United States Grand Prix,2019-11-03,USA,Austin,Circuit of the Americas,stroll,STR,18,Lance Stroll,Racing Point,14,13,13,+1 Lap,0.0,0,0
2019,19,United States Grand Prix,2019-11-03,USA,Austin,Circuit of the Americas,giovinazzi,GIO,99,Antonio Giovinazzi,Alfa Romeo,16,14,14,+1 Lap,0.0,0,0
2019,19,United States Grand Prix,2019-11-03,USA,Austin,Circuit of the Americas,grosjean,GRO,8,Romain Grosjean,Haas F1 Team,15,15,15,+1 Lap,0.0,0,0
2019,19,United States Grand Prix,2019-11-03,USA,Austin,Circuit of the Americas,gasly,GAS,10,Pierre Gasly,Toro Rosso,10,16,16,Suspension,0.0,0,0
2019,19,United States Grand Prix,2019-11-03,USA,Austin,Circuit of the Americas,russell,RUS,63,George Russell,Williams,18,17,17,+2 Laps,0.0,0,0
2019,19,United States Grand Prix,2019-11-03,USA,Austin,Circuit of the Americas,kevin_magnussen,MAG,20,Kevin Magnussen,Haas F1 Team,12,18,18,Brakes,0.0,0,0
2019,19,United States Grand Prix,2019-11-03,USA,Austin,Circuit of the Americas,kubica,KUB,88,Robert Kubica,Williams,19,19,R,Oil leak,0.0,0,0
2019,19,United States Grand Prix,2019-11-03,USA,Austin,Circuit of the Americas,vettel,VET,5,Sebastian Vettel,Ferrari,2,20,R,Suspension,0.0,0,0
2019,20,Brazilian Grand Prix,2019-11-17,Brazil,São Paulo,Autódromo José Carlos Pace,max_verstappen,VER,33,Max Verstappen,Red Bull,1,1,1,Finished,25.0,1,1
2019,20,Brazilian Grand Prix,2019-11-17,Brazil,São Paulo,Autódromo José Carlos Pace,gasly,GAS,10,Pierre Gasly,Toro Rosso,6,2,2,Finished,18.0,1,1
2019,20,Brazilian Grand Prix,2019-11-17,Brazil,São Paulo,Autódromo José Carlos Pace,sainz,SAI,55,Carlos Sainz,McLaren,20,3,3,Finished,15.0,1,1
2019,20,Brazilian Grand Prix,2019-11-17,Brazil,São Paulo,Autódromo José Carlos Pace,raikkonen,RAI,7,Kimi Räikkönen,Alfa Romeo,8,4,4,Finished,12.0,0,1
2019,20,Brazilian Grand Prix,2019-11-17,Brazil,São Paulo,Autódromo José Carlos Pace,giovinazzi,GIO,99,Antonio Giovinazzi,Alfa Romeo,12,5,5,Finished,10.0,0,1
2019,20,Brazilian Grand Prix,2019-11-17,Brazil,São Paulo,Autódromo José Carlos Pace,ricciardo,RIC,3,Daniel Ricciardo,Renault,11,6,6,Finished,8.0,0,1
2019,20,Brazilian Grand Prix,2019-11-17,Brazil,São Paulo,Autódromo José Carlos Pace,hamilton,HAM,44,Lewis Hamilton,Mercedes,3,7,7,Finished,6.0,0,1
2019,20,Brazilian Grand Prix,2019-11-17,Brazil,São Paulo,Autódromo José Carlos Pace,norris,NOR,4,Lando Norris,McLaren,10,8,8,Finished,4.0,0,1
2019,20,Brazilian Grand Prix,2019-11-17,Brazil,São Paulo,Autódromo José Carlos Pace,perez,PER,11,Sergio Pérez,Racing Point,15,9,9,Finished,2.0,0,1
2019,20,Brazilian Grand Prix,2019-11-17,Brazil,São Paulo,Autódromo José Carlos Pace,kvyat,KVY,26,Daniil Kvyat,Toro Rosso,16,10,10,Finished,1.0,0,1
2019,20,Brazilian Grand Prix,2019-11-17,Brazil,São Paulo,Autódromo José Carlos Pace,kevin_magnussen,MAG,20,Kevin Magnussen,Haas F1 Team,9,11,11,Finished,0.0,0,0
2019,20,Brazilian Grand Prix,2019-11-17,Brazil,São Paulo,Autódromo José Carlos Pace,russell,RUS,63,George Russell,Williams,18,12,12,Finished,0.0,0,0
2019,20,Brazilian Grand Prix,2019-11-17,Brazil,São Paulo,Autódromo José Carlos Pace,grosjean,GRO,8,Romain Grosjean,Haas F1 Team,7,13,13,Finished,0.0,0,0
2019,20,Brazilian Grand Prix,2019-11-17,Brazil,São Paulo,Autódromo José Carlos Pace,albon,ALB,23,Alexander Albon,Red Bull,5,14,14,Finished,0.0,0,0
2019,20,Brazilian Grand Prix,2019-11-17,Brazil,São Paulo,Autódromo José Carlos Pace,hulkenberg,HUL,27,Nico Hülkenberg,Renault,13,15,15,Finished,0.0,0,0
2019,20,Brazilian Grand Prix,2019-11-17,Brazil,São Paulo,Autódromo José Carlos Pace,kubica,KUB,88,Robert Kubica,Williams,19,16,16,+1 Lap,0.0,0,0
2019,20,Brazilian Grand Prix,2019-11-17,Brazil,São Paulo,Autódromo José Carlos Pace,vettel,VET,5,Sebastian Vettel,Ferrari,2,17,17,Collision,0.0,0,0
2019,20,Brazilian Grand Prix,2019-11-17,Brazil,São Paulo,Autódromo José Carlos Pace,leclerc,LEC,16,Charles Leclerc,Ferrari,14,18,18,Collision,0.0,0,0
2019,20,Brazilian Grand Prix,2019-11-17,Brazil,São Paulo,Autódromo José Carlos Pace,stroll,STR,18,Lance Stroll,Racing Point,17,19,19,Suspension,0.0,0,0
2019,20,Brazilian Grand Prix,2019-11-17,Brazil,São Paulo,Autódromo José Carlos Pace,bottas,BOT,77,Valtteri Bottas,Mercedes,4,20,R,Power Unit,0.0,0,0
2019,21,Abu Dhabi Grand Prix,2019-12-01,UAE,Abu Dhabi,Yas Marina Circuit,hamilton,HAM,44,Lewis Hamilton,Mercedes,1,1,1,Finished,26.0,1,1
2019,21,Abu Dhabi Grand Prix,2019-12-01,UAE,Abu Dhabi,Yas Marina Circuit,max_verstappen,VER,33,Max Verstappen,Red Bull,2,2,2,Finished,18.0,1,1
2019,21,Abu Dhabi Grand Prix,2019-12-01,UAE,Abu Dhabi,Yas Marina Circuit,leclerc,LEC,16,Charles Leclerc,Ferrari,3,3,3,Finished,15.0,1,1
2019,21,Abu Dhabi Grand Prix,2019-12-01,UAE,Abu Dhabi,Yas Marina Circuit,bottas,BOT,77,Valtteri Bottas,Mercedes,20,4,4,Finished,12.0,0,1
2019,21,Abu Dhabi Grand Prix,2019-12-01,UAE,Abu Dhabi,Yas Marina Circuit,vettel,VET,5,Sebastian Vettel,Ferrari,4,5,5,Finished,10.0,0,1
2019,21,Abu Dhabi Grand Prix,2019-12-01,UAE,Abu Dhabi,Yas Marina Circuit,albon,ALB,23,Alexander Albon,Red Bull,5,6,6,Finished,8.0,0,1
2019,21,Abu Dhabi Grand Prix,2019-12-01,UAE,Abu Dhabi,Yas Marina Circuit,perez,PER,11,Sergio Pérez,Racing Point,10,7,7,+1 Lap,6.0,0,1
2019,21,Abu Dhabi Grand Prix,2019-12-01,UAE,Abu Dhabi,Yas Marina Circuit,norris,NOR,4,Lando Norris,McLaren,6,8,8,+1 Lap,4.0,0,1
2019,21,Abu Dhabi Grand Prix,2019-12-01,UAE,Abu Dhabi,Yas Marina Circuit,kvyat,KVY,26,Daniil Kvyat,Toro Rosso,13,9,9,+1 Lap,2.0,0,1
2019,21,Abu Dhabi Grand Prix,2019-12-01,UAE,Abu Dhabi,Yas Marina Circuit,sainz,SAI,55,Carlos Sainz,McLaren,8,10,10,+1 Lap,1.0,0,1
2019,21,Abu Dhabi Grand Prix,2019-12-01,UAE,Abu Dhabi,Yas Marina Circuit,ricciardo,RIC,3,Daniel Ricciardo,Renault,7,11,11,+1 Lap,0.0,0,0
2019,21,Abu Dhabi Grand Prix,2019-12-01,UAE,Abu Dhabi,Yas Marina Circuit,hulkenberg,HUL,27,Nico Hülkenberg,Renault,9,12,12,+1 Lap,0.0,0,0
2019,21,Abu Dhabi Grand Prix,2019-12-01,UAE,Abu Dhabi,Yas Marina Circuit,raikkonen,RAI,7,Kimi Räikkönen,Alfa Romeo,17,13,13,+1 Lap,0.0,0,0
2019,21,Abu Dhabi Grand Prix,2019-12-01,UAE,Abu Dhabi,Yas Marina Circuit,kevin_magnussen,MAG,20,Kevin Magnussen,Haas F1 Team,14,14,14,+1 Lap,0.0,0,0
2019,21,Abu Dhabi Grand Prix,2019-12-01,UAE,Abu Dhabi,Yas Marina Circuit,grosjean,GRO,8,Romain Grosjean,Haas F1 Team,15,15,15,+1 Lap,0.0,0,0
2019,21,Abu Dhabi Grand Prix,2019-12-01,UAE,Abu Dhabi,Yas Marina Circuit,giovinazzi,GIO,99,Antonio Giovinazzi,Alfa Romeo,16,16,16,+1 Lap,0.0,0,0
2019,21,Abu Dhabi Grand Prix,2019-12-01,UAE,Abu Dhabi,Yas Marina Circuit,russell,RUS,63,George Russell,Williams,18,17,17,+1 Lap,0.0,0,0
2019,21,Abu Dhabi Grand Prix,2019-12-01,UAE,Abu Dhabi,Yas Marina Circuit,gasly,GAS,10,Pierre Gasly,Toro Rosso,11,18,18,+2 Laps,0.0,0,0
2019,21,Abu Dhabi Grand Prix,2019-12-01,UAE,Abu Dhabi,Yas Marina Circuit,kubica,KUB,88,Robert Kubica,Williams,19,19,19,+2 Laps,0.0,0,0
2019,21,Abu Dhabi Grand Prix,2019-12-01,UAE,Abu Dhabi,Yas Marina Circuit,stroll,STR,18,Lance Stroll,Racing Point,12,20,R,Brakes,0.0,0,0
